FID,district,community,facility,fac_name,type,ownership,functional,lat,long,source,source_geo,dhis2_id,geo_date,comments,x,y
1177,Karene,Batkanu,Batkanu CHC,Batkanu,CHC,Government,Functional,9.073459,-12.41567,DPPI,GPS,y5LYCkDQGy4,2016, ,-12.4156699998705,9.07345899993294
1178,Karene,Gbonkoka,Gbonkoka CHC,Gbonkoka,CHC,Government,Functional,9.033308,-12.504155,DPPI,GPS,F2YVtedA5Go,2021, ,-12.5041550001531,9.03330800006421
1179,Karene,Gbomsamba,Gbomsamba CHP,Gbomsamba,CHP,Government,Functional,8.803118,-12.358078,DPPI,GPS,rhqwkvTNaR5,2016, ,-12.3580779996999,8.80311800039544
1180,Karene,Gbainfay,Gbainkfay CHP,Gbainkfay,CHP,Government,Functional,9.300508,-12.25548,DPPI,GPS,mrsdUJEUFzV,2016, ,-12.2554799997022,9.30050800044393
1181,Karene,Borongor Makarankay,Borongor Makarankay CHP,Borongor Makarankay,CHP,Government,Functional,9.248768,-12.37389,DPPI,GPS,LJ9DteQOWIN,2016, ,-12.3738900004232,9.24876800034298
1182,Karene,Gbogbodo,Gbogbodo MCHP,Gbogbodo,MCHP,Government,Functional,9.171449,-12.57313,DPPI,GPS,Rl9x7N0gfzG,2016, ,-12.5731300000494,9.17144899967167
1183,Karene,Rokamba,Rokamba MCHP,Rokamba,MCHP,Government,Functional,8.78211,-12.474663,DPPI,GPS,fg1MiSUnKwR,2021, ,-12.4746629998975,8.78211000017643
1184,Karene,Kantia,Kantia Clinic,Kantia,CLINIC,Government,Functional,9.222294,-12.480795,DPPI,GPS,xvxt07J9cM4,2016, ,-12.480795000289,9.22229399986827
1185,Karene,Rochain Loko,Rochain Loko MCHP,Rochain Loko,MCHP,Government,Functional,9.052049,-12.556623,DPPI,GPS,Q4WR1yqnWKv,2021, ,-12.5566229996517,9.05204900006134
1186,Karene,Gbanti,Gbanti CHC,Gbanti,CHC,Government,Functional,9.249116,-12.26594,DPPI,GPS,NxgxG3tcyLP,2016, ,-12.2659400000309,9.24911600020329
1187,Karene,Masankorie,Masankorie CHP,Masankorie,CHP,Government,Functional,9.44576,-12.2806,DPPI,GPS,n3lVZjLvqEr,2016, ,-12.2805999997901,9.44575999972426
1188,Karene,Dombaya,Dombaya CHP,Dombaya,CHP,Government,Functional,9.882108,-12.26167,SARA,GPS,ZO2gDCNPHW3,2017, ,-12.2616700000704,9.88210799968448
1189,Karene,Fintonia,Fintonia CHC,Fintonia,CHC,Government,Functional,9.672891,-12.225782,FMFL,GPS,lETWnnnlF64,2015, ,-12.2257819998394,9.67289100041938
1190,Karene,Rosint,Rosint Buya MCHP,Rosint Buya,MCHP,Government,Functional,8.815138,-12.49288,DPPI,GPS,O13wd6aUQqe,2016, ,-12.492880000012,8.81513799981889
1191,Karene,Kiamunday,Kiamunday MCHP,Kiamunday,MCHP,Government,Functional,8.949598,-12.464358,DPPI,GPS,qY6C34l3QZ2,2016, ,-12.4643580004213,8.94959799964801
1192,Karene,Komneh,Komneh CHP,Komneh,CHP,Government,Functional,9.026672,-12.67793,FMFL,GPS,MvoiLj6WZIO,2015, ,-12.6779299999695,9.026671999813
1193,Karene,Manumtheneh,Manumtheneh MCHP,Manumtheneh,MCHP,Government,Functional,8.906088,-12.408691,DPPI,GPS,CNo615voPvt,2016, ,-12.4086909999896,8.90608799956158
1194,Karene,Worreh Bana,Worreh Bana MCHP,Worreh Bana,MCHP,Government,Functional,8.85209,-12.36089,DPPI,GPS,gDfwiVKDciP,2016, ,-12.3608899998736,8.8520899996538
1195,Karene,Gbinti Maria,Gbinti Maria CHP,Gbinti Maria,CHP,Government,Functional,9.318589,-12.26965,DPPI,GPS,pmWxCa4od6O,2022, ,-12.2696500002473,9.31858899968262
1196,Karene,Maron,Maron CHC,Maron,CHC,Government,Functional,8.938357,-12.523756,WHO,GPS,H5O7aLAP8ty,2019, ,-12.5237560002392,8.93835700017547
1197,Karene,Rachain Salcost,Rachain Salcost CHP,Rachain Salcost,CHP,Government,Functional,9.375550188,-12.29044486,DPPI,Digitized,iVOZYfO70tf,2021,Requires Validation/Ground truthing,-12.2904448602421,9.37555018839055
1198,Karene,Mayolla,Mayolla CHP,Mayolla,CHP,Government,Functional,9.362701221,-12.23865207,DPPI,Digitized,HA4o3WMgBC6,2021,Requires Validation/Ground truthing,-12.238652069937,9.36270122088467
1199,Karene,Royanka Lol,Royanka Lol CHP,Royanka Lol,CHP,Government,Functional,9.195362586,-12.284994724,DPPI,GPS,No Data,2023, ,-12.2849947240272,9.19536258621446
1200,Karene,Komoya,Komoya CHP,Komoya,CHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
1201,Kambia,Kamagbew,Kamagbew MCHP,Kamagbewu,MCHP,Government,Functional,9.256039,-12.57658,DPPI,GPS,BbzOzwkYDLa,2016, ,-12.576579999967,9.25603900019973
1202,Kambia,Yebaya,Yebaya MCHP,Yebaya,MCHP,Government,Functional,9.308585,-12.60223,DPPI,GPS,T1uNbbVosvn,2016, ,-12.6022300002143,9.30858499969804
1203,Kambia,Bapuya,Bapuya CHP,Bapuya,CHP,Government,Functional,9.00868,-13.11049,DPPI,GPS,BuV5C29QIDE,2016, ,-13.1104899997136,9.00868000018193
1204,Kambia,Barakuya,Barakuya MCHP,Barakuya,MCHP,Government,Functional,9.45826,-12.63943,DPPI,GPS,WNyY80gBODH,2016, ,-12.6394299997946,9.45825999969929
1205,Kambia,Bamoi Munu,Barmoi Munu CHC,Barmoi Munu,CHC,Government,Functional,9.092,-12.74987,DPPI,GPS,RZ4ttffvJlH,2016, ,-12.7498699999005,9.09199999970025
1206,Kambia,Bubuya,Bubuya MCHP,Bubuya,MCHP,Government,Functional,9.24611,-12.71549,DPPI,GPS,O3QfnZzHYUx,2016, ,-12.7154899999635,9.2461100000765
1207,Kambia,Madina  Clinic,Madina Community Health Clinic,Madina,CLINIC,Government,Functional,9.292016,-12.678472,DPPI,GPS,AytN6OL7UCr,2021, ,-12.6784719997829,9.29201600003842
1208,Kambia,Madina Wesleyan Clinic,Madina Wesleyan Clinic,Madina Wesleyan,CLINIC,Faith Based,Functional,9.288014,-12.670585,DPPI,Village Center,bfiNHaRLpW2,2021, ,-12.6705850002975,9.28801399984627
1209,Kambia,Numea,Numea CHP,Numea,CHP,Government,Functional,9.264224,-12.7188,DPPI,GPS,ayJrkSafgiy,2016, ,-12.7187999997201,9.26422399993771
1210,Kambia,Samaia,Samaia MCHP,Samaia,MCHP,Government,Functional,9.330096,-12.66036,DPPI,GPS,XXeL36EXx7M,2016, ,-12.660360000014,9.33009599973064
1211,Kambia,Sellah Kafta,Sellah Kafta MCHP,Sellah Kafta,MCHP,Government,Functional,9.251636,-12.77019,DPPI,GPS,QdYaEPOVjwX,2016, ,-12.7701899998685,9.25163600040116
1212,Kambia,Gbalan Thallan,Gbalan Thallan MCHP,Gbalan Thallan,MCHP,Government,Functional,9.022658,-12.76002,DPPI,GPS,eMfWnA4VjGi,2016, ,-12.7600200003227,9.02265799996678
1213,Kambia,Mathuraneh,Mathuraneh MCHP,Mathuraneh,MCHP,Government,Functional,9.068446,-12.90604,DPPI,GPS,Wv3SzA1uPl8,2016, ,-12.906039999946,9.06844599988301
1214,Kambia,Gbonkomaria,Gbonkomaria CHP,Gbonkomaria,CHP,Government,Functional,8.95537,-12.97074,DPPI,GPS,qRwsjdtbRI6,2016, ,-12.9707399996512,8.95536999962582
1215,Kambia,Wullah Thenkle,Wullah Thenkle MCHP,Wullah Thenkle,MCHP,Government,Functional,8.96465,-12.92122,DPPI,GPS,R3JdvLkfi4i,2016, ,-12.9212200003028,8.96465000039723
1216,Kambia,Kalainkay,Kalainkay MCHP,Kalainkay,MCHP,Government,Functional,8.883192,-13.09405,DPPI,GPS,nU6hYnniisn,2016, ,-13.0940499997077,8.88319200041053
1217,Kambia,Kamassasa,Kamassasa CHC,Kamassasa,CHC,Government,Functional,9.394901,-12.545399,DPPI,GPS,SS30ttngIHE,2016, ,-12.5453990000638,9.39490099978138
1218,Kambia,Kasoria,Kasoria CHP,Kasoria,CHP,Government,Functional,9.397491,-12.40874,DPPI,GPS,i0BlmTFIqfA,2016, ,-12.4087399995513,9.39749099961
1219,Kambia,Dibia,Dibia CHP,Dibia,CHP,Government,Functional,9.07517,-12.84731,DPPI,GPS,T2hTxiQP7sM,2016, ,-12.8473100003562,9.07516999969579
1220,Kambia,Kamba,Kamba MCHP,Kamba,MCHP,Government,Functional,9.03978,-12.87368,DPPI,GPS,cZHza74ZwPN,2016, ,-12.8736799996323,9.03977999994709
1221,Kambia,Mile 18,Mile 18 MCHP,Mile 18,MCHP,Government,Functional,8.973945,-12.86493,DPPI,GPS,TwzkOmGfK8c,2016, ,-12.8649299999195,8.97394500006175
1222,Kambia,Senthai,Senthai MCHP,Senthai,MCHP,Government,Functional,9.066798,-12.88627,DPPI,GPS,SlCcVZ11mSw,2016, ,-12.8862700001603,9.06679800032748
1223,Kambia,Kambia Town,Kambia Government Hospital,Kambia,HOSPITAL,Government,Functional,9.124382,-12.91342,DPPI,GPS,kB35jtmagWE,2016, ,-12.9134200003327,9.12438200012923
1224,Kambia,Kambia Town,Sierra Leone Red Cross CHP,Sierra Leone Red Cross,CHP,NGO,Functional,9.114196,-12.92354,DPPI,GPS,EZ8nEeagnJ3,2016, ,-12.9235400002707,9.11419599984555
1225,Kambia,Magbema Under Five CHP,Magbema Under Five CHP,Magbema Under Five,CHP,Government,Functional,9.124327,-12.913619,DPPI,GPS,lpLWgO5vmVp,2021, ,-12.9136189996171,9.12432700029086
1226,Kambia,Kania,Kania CHC,Kania,CHC,Government,Functional,9.182077,-12.78975,DPPI,GPS,WBmDywWKxrr,2016, ,-12.7897499998626,9.18207699965387
1227,Kambia,Gbolon,Gbolon MCHP,Gbolon,MCHP,Government,Functional,9.348467,-12.73786,DPPI,GPS,w5vnavfUY9j,2016, ,-12.7378600000389,9.3484669997523
1228,Kambia,Kanku Bramaia,Kanku Bramaia MCHP,Kanku Bramaia,MCHP,Government,Functional,9.251645,-12.83208,DPPI,GPS,AfKPlUdjhbB,2016, ,-12.8320800003917,9.25164499991683
1229,Kambia,Shekaia,Shekaia MCHP,Shekaia,MCHP,Government,Functional,9.308126,-12.77947,DPPI,GPS,MY3uZoV6FOr,2016, ,-12.7794699997406,9.30812600011484
1230,Kambia,Kassirie,Kassirie CHC,Kassirie,CHC,Government,Functional,8.941929,-13.11362,DPPI,GPS,FpAeMDQNNMR,2016, ,-13.1136200001628,8.94192900032317
1231,Kambia,Kortimoh,Kortimoh MCHP,Kortimoh,MCHP,Government,Functional,8.903377,-13.23758,DPPI,GPS,AvejJbGoa97,2016, ,-13.2375799996173,8.90337700044824
1232,Kambia,Kawula,Kawula CHC,Kawula,CHC,Government,Functional,9.133727,-12.84491,DPPI,GPS,gmiQz2HWQFq,2016, ,-12.8449100002962,9.13372700030089
1233,Kambia,Koya,Koya MCHP,Koya,MCHP,Government,Functional,8.965841,-13.03496,DPPI,GPS,ipLSxfepYk4,2016, ,-13.0349599997042,8.96584099956254
1234,Kambia,Kukuna,Kukuna CHC,Kukuna,CHC,Government,Functional,9.388528,-12.67015,DPPI,GPS,ewW9c97sbJT,2016, ,-12.6701500000224,9.38852799996727
1235,Kambia,Kychom,Kychom CHC,Kychom,CHC,Government,Functional,8.92814,-13.14358,DPPI,GPS,EtgNvASRA5u,2016, ,-13.1435800004166,8.92814000026084
1236,Kambia,Rokel,Rokel MCHP,Rokel,MCHP,Government,Functional,8.899099,-13.06209,DPPI,GPS,JKCGXuH7FCm,2016, ,-13.0620899998536,8.89909900011878
1237,Kambia,Mafufuneh,Mafufuneh CHC,Mafufuneh,CHC,Government,Functional,9.005092,-13.075125,DPPI,GPS,wPeWNXU9xzX,2016, ,-13.0751250002185,9.0050920001957
1238,Kambia,Masselleh,Masselleh CHP,Masselleh,CHP,Government,Functional,9.21477,-12.710842,DPPI,GPS,DRTLQGRfLNW,2016, ,-12.7108419996585,9.21477000003551
1239,Kambia,Mile 14,Mile 14 CHP,Mile 14,CHP,Government,Functional,9.236438,-12.80333,DPPI,GPS,JSxEHEt9H2s,2016, ,-12.8033300001793,9.23643800011365
1240,Kambia,Timbo,Timbo MCHP,Timbo,MCHP,Government,Functional,9.196591,-12.74764,DPPI,GPS,iPu9isEa4ev,2016, ,-12.7476399995863,9.19659099987479
1241,Kambia,Rokai,Rokai MCHP,Rokai,MCHP,Government,Functional,9.001815,-13.28523,DPPI,GPS,hxAl1ZycWbF,2016, ,-13.2852299999645,9.0018150001622
1242,Kambia,Laya Gboray,Laya Gboray CHP,Laya Gboray,CHP,Government,Functional,9.214817,-12.67573,DPPI,GPS,jc951NzeI3E,2016, ,-12.6757300001394,9.21481700040431
1243,Kambia,Katherie,Katherie MCHP,Katherie,MCHP,Government,Functional,9.181585,-12.69614,DPPI,GPS,xSgogIw3T9v,2016, ,-12.6961399997612,9.18158500034752
1244,Kambia,Masunthu,Masunthu CHP,Masunthu,CHP,Government,Functional,9.165029,-12.68976,DPPI,GPS,ZOoy2NY8O81,2016, ,-12.6897599996242,9.16502900038813
1245,Kambia,Mambolo,Mambolo CHC,Mambolo,CHC,Government,Functional,8.90665,-13.02859,DPPI,GPS,G0InzYlrkED,2016, ,-13.0285900000284,8.9066500002973
1246,Kambia,Mange Bissan,Mange Bissan MCHP,Mange Bissan,MCHP,Government,Functional,9.042966,-12.97749,DPPI,GPS,YHxgBwUgtfL,2016, ,-12.9774899997636,9.04296600028073
1247,Kambia,Banka Makuloh,Banka Makuloh MCHP,Banka Makuloh,MCHP,Government,Functional,9.151713,-12.723664,DPPI,GPS,nMd5fXEbAxX,2016, ,-12.7236640000935,9.15171299965527
1248,Kambia,Mapotolon,Mapotolon CHC,Mapotolon,CHC,Government,Functional,9.04911,-13.27088,DPPI,GPS,FRd1J8po7Fz,2016, ,-13.2708800001118,9.04911000032632
1249,Kambia,Soriebolomia,Soriebolomia MCHP,Soriebolomia,MCHP,Government,Functional,9.058555,-13.21835,DPPI,GPS,hgQsHKxZjTH,2016, ,-13.2183499995528,9.05855499971352
1250,Kambia,Fodaya,Fodaya MCHP,Fodaya,MCHP,Government,Functional,9.277636,-12.94096,DPPI,GPS,c56XrXhN84P,2016, ,-12.9409599996043,9.27763599970166
1251,Kambia,Mayakie,Mayakie MCHP,Mayakie,MCHP,Government,Functional,8.90272,-12.93588,DPPI,GPS,KNgDmDG5vvR,2016, ,-12.9358800000619,8.90271999982815
1252,Kambia,Moribaya,Moribaya MCHP,Moribaya,MCHP,Government,Functional,9.01693,-13.17111,DPPI,GPS,gyVUbzQZvPA,2016, ,-13.1711100001264,9.01693000021936
1253,Kambia,Bamoi Luma,Barmoi Luma CHP,Barmoi Luma,CHP,Government,Functional,9.040318,-12.91356,DPPI,GPS,K5UYizTgetU,2016, ,-12.9135599995943,9.04031799957608
1254,Kambia,Magbethy,Magbethy MCHP,Magbethy,MCHP,Government,Functional,9.057519,-12.94841,DPPI,GPS,DiOmPhWwxyG,2016, ,-12.9484099996217,9.05751899960222
1255,Kambia,Romando,Romando MCHP,Romando,MCHP,Government,Functional,8.86269,-12.98742,DPPI,GPS,O21KAJtYbj9,2016, ,-12.987419999933,8.86269000014346
1256,Kambia,Gbalamuya,Gbalamuya CHC,Gbalamuya,CHC,Government,Functional,9.173567,-12.95858,DPPI,GPS,qbRJ1UF9HRc,2016, ,-12.9585800000669,9.17356700021696
1257,Kambia,Rokupr,Rokupr CHC,Rokupr,CHC,Government,Functional,9.016517,-12.94433,DPPI,GPS,hvxvK5SDGYV,2016, ,-12.9443300003292,9.01651700005954
1258,Kambia,Rosinor,Rosinor CHP,Rosinor,CHP,Government,Functional,8.972001,-12.99805,DPPI,GPS,nmCcKXVc1Yv,2016, ,-12.9980500000074,8.97200100034593
1259,Kambia,Rotain Bana,Rotain Bana CHP,Rotain Bana,CHP,Government,Functional,8.854818,-13.056891,DPPI,GPS,mMBOQtT1BRi,2016, ,-13.0568910002194,8.85481799955107
1260,Kambia,Macoth,Macoth MCHP,Macoth,MCHP,Government,Functional,8.915381,-13.01573,DPPI,GPS,YRJ62I8Dxgz,2016, ,-13.0157299996397,8.91538100003316
1261,Kambia,Magbengbeh,Magbengbeh MCHP,Magbengbeh,MCHP,Government,Functional,9.075282,-13.03547,DPPI,GPS,l67ixZagfa0,2016, ,-13.0354699998406,9.0752820003641
1262,Kambia,Tawuya,Tawuya CHP,Tawuya,CHP,Government,Functional,9.103808,-12.94995,DPPI,GPS,jJLZg8c2bbm,2016, ,-12.9499499995928,9.10380800013917
1263,Kambia,Tombo Wallah,Tombo Wallah CHP,Tombo Wallah,CHP,Government,Functional,8.853421,-13.12023,DPPI,GPS,HFiSS4By9Pj,2016, ,-13.1202300001144,8.85342099987929
1264,Kambia,Kamawala,Kamawala MCHP,Kamawala,MCHP,Government,Functional,9.314044,-12.48752,WHO,GPS,sCuyrXTPT4Z,2019, ,-12.4875200001479,9.31404399963094
1265,Kambia,Meni Curve,Meni Curve MCHP,Meni Curve,MCHP,Government,Functional,9.11409,-12.923971,DPPI,GPS,f75lxtJfw0r,2016, ,-12.9239710003613,9.11409000035326
1266,Kambia,Konta,Konta CHP,Konta,CHP,Government,Functional,9.545085,-12.627353,DPPI,GPS,R2BLNCSmyjx,2021, ,-12.6273530004406,9.54508499987287
1267,Kambia,Worreh,Worreh MCHP,Worreh,MCHP,Government,Functional,9.086076,-12.97405,DPPI,GPS,sA9l1WNHWIx,2016, ,-12.9740500003072,9.08607599990751
1268,Kambia,Mafaray,Mafaray CHC,Mafaray,CHC,Government,Functional,9.217046,-12.91931,DPPI,GPS,ucHbkWF3zja,2016, ,-12.9193100003562,9.21704599977312
1269,Kambia,Yelieboya,Yelieboya CHP,Yelieboya,CHP,Government,Functional,8.952462,-13.261374,DPPI,GPS,cbAgiJUDf8X,2021, ,-13.2613739997103,8.95246200042101
1270,Kambia,Madamaya,Madamaya Good Grace Clinic,Madamaya Good Grace,CLINIC,Private,Functional,9.139682,-12.936995,DPPI,GPS,AgFDWjwVgL1,2021, ,-12.936995000219,9.13968199972453
1271,Kambia,Modia,Modia MCHP,Modia,MCHP,Government,Functional,9.18865,-12.87759,DPPI,GPS,VkGyHjHVco3,2016, ,-12.8775900000784,9.18864999969776
1272,Kambia,Madina,Holy Spirit Mobile Clinic,Holy Spirit Mobile,CLINIC,Private,Functional,0,0,DPPI, ,No Data,0,no lat/long
1273,Kambia,No Data,Holy Spirit Mobile Clinic,Holy Spirit Mobile,CLINIC,Faith Based,Functional,0,0,DPPI, ,No Data,0,no lat/long
1274,Kambia,Masaralie,Masaralie MCHP,Masaralie,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
1275,Kambia,Kangbor,Kanbgor MCHP,Kangbor,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
1276,Kambia,Sierra Leone Police Force Clinic,Sierra Leone Police Force Clinic,Sierra Leone Police Force,CLINIC,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
1277,Kambia,Republic of Sierra Leone Military Clinic,Republic of Sierra Leone Military Clinic,Republic of Sierra Leone Military,CLINIC,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
1278,Kailahun,Baiwalla,Baiwalla CHC,Baiwalla,CHC,Government,Functional,7.995578,-10.64746,DPPI,GPS,Okm183b1WrM,2016, ,-10.647459999979,7.99557799962503
1279,Kailahun,Sandia,Sandia MCHP,Sandia,CHP,Government,Functional,8.38868,-10.30744,DPPI,GPS,yjw4PwGT7lo,2016, ,-10.3074399995563,8.38867999998206
1280,Kailahun,Bendu,Bendu CHP,Bendu,CHP,Government,Functional,8.312065,-10.82019,DPPI,GPS,ejYQ1YaGB5C,2016, ,-10.8201900001683,8.31206500029958
1281,Kailahun,Woroma,Woroma CHP,Woroma,CHP,Government,Functional,8.258491,-10.7125,DPPI,GPS,CahSQHDDAmZ,2016, ,-10.7125000000749,8.25849100015955
1282,Kailahun,Kangama,Kangama CHC,Kangama,CHC,Government,Functional,8.338616,-10.381661,DPPI,GPS,XhdNI4IWnwm,2016, ,-10.3816610003548,8.33861599982856
1283,Kailahun,Nagbena,Nagbena CHP,Nagbena,CHP,Government,Functional,7.9282,-10.67415,DPPI,GPS,lrw7z8CuNb5,2016, ,-10.6741499996227,7.92819999963035
1284,Kailahun,Pujehun,Pujehun CHP,Pujehun,CHP,Government,Functional,8.147201,-10.795253,DPPI,GPS,iixCz0LYvpy,2021, ,-10.7952530004256,8.14720100042587
1285,Kailahun,Nyandehun Nguvoihun,Nyandehun Nguvoihun CHP,Nyandehun Nguvoihun,CHP,Government,Functional,7.91951,-11.00078,DPPI,GPS,ZVA4WLAHjT6,2016, ,-11.0007800003967,7.91950999998653
1286,Kailahun,Gbeworbu Gao,Gbeworbu Gao CHP,Gbeworbu Gao,CHP,Government,Functional,8.119819,-10.5655,DPPI,GPS,Af4UUCuY1nB,2016, ,-10.5655000002248,8.11981900034664
1287,Kailahun,Sengema,Sengema CHP,Sengema,CHP,Government,Functional,8.0548,-10.57852,DPPI,GPS,lvOHGWRB4yR,2016, ,-10.578519999898,8.0548000003198
1288,Kailahun,Dodo-Kortuma,Dodo-Kortuma CHP,Dodo-Kortuma,CHP,Government,Functional,8.253344,-10.41631,DPPI,GPS,sOuF0Ayu7Rv,2016, ,-10.4163100001064,8.25334400022547
1289,Kailahun,Gbalahun,Gbalahun CHP,Gbalahun,CHP,Government,Functional,8.25442,-10.48865,DPPI,GPS,GpaE2tr4Fkt,2016, ,-10.4886499995978,8.25442000038277
1290,Kailahun,Kpandebu,Kpandebu MCHP,Kpandebu,MCHP,Government,Functional,8.246528,-10.51649,DPPI,GPS,QCw83VLE2ZY,2016, ,-10.5164900001134,8.24652799976741
1291,Kailahun,Sandeyallu,Sandeyallu CHP,Sandeyallu,CHP,Government,Functional,8.295752,-10.46539,DPPI,GPS,nhnYGKCVF7t,2016, ,-10.4653899998486,8.29575199985499
1292,Kailahun,Peje Baoma,Peje Baoma CHP,Peje Baoma,CHP,Government,Functional,8.241369,-10.78905,DPPI,GPS,u2MCzMD9nqP,2016, ,-10.7890500003572,8.24136900017925
1293,Kailahun,Jenneh,Jenneh MCHP,Jenneh,MCHP,Government,Functional,8.106333,-10.62662,DPPI,GPS,geBM5cezCQ8,2016, ,-10.6266200003127,8.10633299986807
1294,Kailahun,Bomaru,Bomaru CHP,Bomaru,CHP,Government,Functional,8.01537,-10.6265,DPPI,GPS,PzyLDYdula7,2016, ,-10.6265000001748,8.01537000042521
1295,Kailahun,Grima Jorwu,Grima Jorwu CHP,Grima Jorwu,CHP,Government,Functional,8.09512,-10.86016,DPPI,GPS,EsxocgEzMsq,2016, ,-10.8601599997841,8.09511999988814
1296,Kailahun,Segbwema,Segbwema CHC,Segbwema,CHC,Government,Functional,7.984622,-10.9544,DPPI,GPS,BGEnwAji4rp,2016, ,-10.9544000001598,7.98462199980548
1297,Kailahun,Segbwema,Nixon Hospital,Nixon,HOSPITAL,Faith Based,Functional,8.004316,-10.948374,DPPI,GPS,y0YPf0avQrV,2021, ,-10.94837400016,8.00431599968368
1298,Kailahun,Segbwema,Nixon UF CHC,Nixon UF,CHC,Government,Functional,8.004706,-10.948482,DPPI,GPS,eeVXOQpDT5d,2021, ,-10.9484819997444,8.00470599968219
1299,Kailahun,Foidu,Foidu CHP,Foidu,CHP,Government,Functional,8.472988,-10.38583,DPPI,GPS,VT9707TFH0S,2016, ,-10.3858300001543,8.47298800009617
1300,Kailahun,Dia,Dia CHC,Dia,CHC,Government,Functional,8.384701,-10.40929,DPPI,GPS,JNN6QPNREHh,2016, ,-10.4092900001334,8.38470099995124
1301,Kailahun,Mamboma,Mamboma CHC,Mamboma,CHC,Government,Functional,8.089982,-10.81098,DPPI,GPS,bfezZ95kiY0,2016, ,-10.810979999927,8.08998200036905
1302,Kailahun,Dambu,Dambu CHP,Dambu,CHP,Government,Functional,7.975874,-10.90151,DPPI,GPS,h0ZlvdMpmvw,2016, ,-10.9015100000864,7.975874000185
1303,Kailahun,Pendembu-Njeigbla,Pendembu-Njeigbla CHP,Pendembu-Njeigbla,CHP,Government,Functional,7.948934,-10.92649,DPPI,GPS,llf0xYdrwWS,2016, ,-10.9264900000134,7.9489339998043
1304,Kailahun,Bunumbu,Bunumbu CHC,Bunumbu,CHC,Government,Functional,8.172691,-10.85772,DPPI,GPS,mcSmL2L4n5D,2016, ,-10.8577199996782,8.17269099959003
1305,Kailahun,Bunumbu,El-Shadia Clinic,El-Shadia,CLINIC,Faith Based,Functional,8.166816,-10.851846,DPPI,Village Center,IYkid98MQKM,2021, ,-10.8518460003926,8.16681600025828
1306,Kailahun,Pejewa,Pejewa CHP,Pejewa,CHP,Government,Functional,8.216273,-10.84058,DPPI,GPS,l9BHonSM1XB,2016, ,-10.8405799997671,8.21627300029877
1307,Kailahun,Jokibu,Jokibu CHP,Jokibu,CHP,Government,Functional,8.139818,-10.81943,DPPI,GPS,wpVYhbfFFPH,2016, ,-10.8194300001943,8.1398179999008
1308,Kailahun,Massayeima,Massayeima CHP,Massayeima,CHP,Government,Functional,8.255125,-10.813744,DPPI,GPS,GRkLD4weMC4,2021, ,-10.8137439996858,8.25512499961911
1309,Kailahun,Kwellu-Ngieya,Kwellu-Ngieya CHP,Kwellu-Ngieya,CHP,Government,Functional,8.402827,-10.84087,DPPI,GPS,tn0cd4t1BK4,2016, ,-10.8408699996507,8.40282700036585
1310,Kailahun,Malema,Malema CHP,Malema,CHP,Government,Functional,8.357805,-10.838237,DPPI,GPS,rGudURv97p2,2021, ,-10.8382369996378,8.35780499980098
1311,Kailahun,Bayama,Bayama CHP,Bayama,CHP,Government,Functional,8.308979,-10.44618,DPPI,GPS,w8YtI0GOOAI,2016, ,-10.4461799998071,8.30897900008085
1312,Kailahun,Buedu,Buedu CHC,Buedu,CHC,Government,Functional,8.2756,-10.37212,DPPI,GPS,IWIXPmrjznn,2016, ,-10.3721200001378,8.27560000043974
1313,Kailahun,Yoyah,Yoyah CHP,Yoyah,CHP,Government,Functional,7.927666,-10.7706,DPPI,GPS,ouaV0rZ0NoJ,2016, ,-10.7706000002897,7.92766600018581
1314,Kailahun,Pewama,Pewama CHP,Pewama,CHP,Government,Functional,7.835464,-10.99339,DPPI,GPS,kQLcESjLXsJ,2016, ,-10.9933900004481,7.83546400026347
1315,Kailahun,Nyeama,Nyeama CHP,Nyeama,CHP,Government,Functional,7.8155,-10.9409,SARA,GPS,ztOIUnhdZoZ,2017, ,-10.940899999935,7.81549999962533
1316,Kailahun,Follah,Follah MCHP,Follah,MCHP,Government,Functional,7.974292,-10.98579,DPPI,GPS,iuRKJN3UpTQ,2016, ,-10.9857899998086,7.97429200007576
1317,Kailahun,Baoma,Baoma CHP,Baoma,CHP,Government,Functional,8.274148,-10.65604,WHO,GPS,wyufK9N7wkW,2019, ,-10.656039999946,8.27414800003021
1318,Kailahun,Giema,Giema CHP,Giema,CHP,Government,Functional,8.17641,-10.5637,DPPI,GPS,f1XvoNzUPVq,2016, ,-10.563699999955,8.17641000022138
1319,Kailahun,Mano-Sewalu,Mano-Sewalu CHP,Mano-Sewalu,CHP,Government,Functional,8.334438,-10.49261,DPPI,GPS,uC8QuZyvNn9,2016, ,-10.4926099996517,8.33443799961407
1320,Kailahun,Mende Buima,Mende Buima MCHP,Mende Buima,MCHP,Government,Functional,8.198693,-10.69387,DPPI,GPS,pAqDLBLTFfI,2016, ,-10.6938699998006,8.1986929998821
1321,Kailahun,Morfindor,Morfindor CHP,Morfindor,CHP,Government,Functional,8.320387,-10.598945,DPPI,GPS,aSibTUFJ6h8,2016, ,-10.5989450002115,8.32038700006007
