FID,district,community,facility,fac_name,type,ownership,functional,lat,long,source,source_geo,dhis2_id,geo_date,comments,x,y
462,Tonkolili,Macrogba,Macrogba CHP,Macrogba,CHP,Government,Functional,8.420368,-12.36221,DPPI,GPS,kz7awpCZGkV,2016, ,-12.3622099995918,8.42036799988335
463,Tonkolili,Makeni-Rokfullah,Makeni-Rokfullah MCHP,Makeni-Rokfullah,MCHP,Government,Functional,8.425529,-12.54021,DPPI,GPS,qTHHjTAy44G,2016, ,-12.5402099999915,8.42552899956371
464,Tonkolili,Makelleh,Makelleh CHP,Makelleh,CHP,Government,Functional,8.471861,-12.10158,DPPI,GPS,GIHAgEGxE3S,2016, ,-12.101580000017,8.471861000285
465,Tonkolili,Maborie,Maborie MCHP,Maborie,MCHP,Government,Functional,8.650712,-12.06811,DPPI,GPS,IaZXa3Qqd1T,2016, ,-12.0681099997766,8.65071200035857
466,Tonkolili,Lion Heart,Lion Heart Hospital,Lion Heart,HOSPITAL,Faith Based,Functional,8.410854,-11.843,SARA,GPS,fUDEHNYbVQk,2017, ,-11.8429999996502,8.41085400001214
467,Tonkolili,Rorocks,Rorocks CHC,Rorocks,CHC,Government,Functional,8.376938,-12.4288,DPPI,GPS,xW9nmVsgkqB,2016, ,-12.4288000001198,8.37693799988881
468,Tonkolili,Mafay,Mafay MCHP,Mafay,MCHP,Government,Functional,8.427111,-11.7858,DPPI,GPS,RLIPJF9FQMd,2016, ,-11.7857999995703,8.42711099967295
469,Tonkolili,Masoko,Masoko MCHP,Masoko,MCHP,Government,Functional,8.54315,-12.0327,DPPI,GPS,ux1chqHa8M1,2016, ,-12.0327000000049,8.54314999987264
470,Tonkolili,Masiaka (Kunike),Masiaka MCHP,Masiaka,MCHP,Government,Functional,8.597155,-11.46607,DPPI,GPS,R7il1Ve0eHX,2016, ,-11.4660700004301,8.59715500010321
471,Tonkolili,Mabontor,Mabontor CHC,Mabontor,CHC,Government,Functional,8.864127,-11.81629,DPPI,GPS,DSYwrd4K4Ix,2016, ,-11.8162899999834,8.86412699986118
472,Tonkolili,Makonthanday,Makonthanday MCHP,Makonthanday,MCHP,Government,Functional,8.9511,-11.8085,WHO,GPS,e18J7GRFIkA,2019, ,-11.8084999995752,8.9510999996653
473,Tonkolili,Fothaneh Bana,Fothaneh Bana MCHP,Fothaneh Bana,MCHP,Government,Functional,8.782329,-11.45605,DPPI,GPS,EXEiJDQXAwV,2016, ,-11.4560499997077,8.78232900038313
474,Tonkolili,Warrima,Warrima MCHP,Warrima,MCHP,Government,Functional,8.444511,-11.9313,DPPI,GPS,ZxIu2oJOs23,2016, ,-11.9313000003946,8.44451099988277
475,Tonkolili,Yonibana Sai Hospital,Yonibana Sai Hospital,Yonibana Sai,HOSPITAL,Private,Functional,8.458405,-12.246984,DPPI,GPS,JueNDc2SGEU,2021, ,-12.2469840000115,8.45840500029055
476,Tonkolili,Magboki Road Mile 91,Esthers Mile 91 MCHP,Esthers Mile 91,MCHP,Government,Functional,8.463123,-12.22052,DPPI,GPS,SjKYLsT3fwP,2016, ,-12.220519999998,8.46312300022635
477,Tonkolili,Bumbuna,Bumbuna CHC,Bumbuna,CHC,Government,Functional,9.044189,-11.747748,WHO,Village Center,XHNDxgfmBSx,2022, ,-11.74774800027,9.04418900002236
478,Tonkolili,Macobabana,Macobabana MCHP,Macobabana,MCHP,Government,Functional,8.60836,-12.317233,DPPI,Village Center,scprjVVq0Q7,2021, ,-12.3172330002027,8.60835999971425
479,Tonkolili,Magbass,Magbass CHP,Magbass,CHP,Government,Functional,8.67852,-12.00114,DPPI,GPS,tzU9mHBCDGc,2016, ,-12.0011399997112,8.67852000029785
480,Tonkolili,Magbassabana,Magbassabana MCHP,Magbassabana,MCHP,Government,Functional,8.37591,-12.315668,DPPI,Village Center,SMKpo6PH3FG,2021, ,-12.3156679999782,8.37591000014646
481,Tonkolili,Matawa,Matawa MCHP,Matawa,MCHP,Government,Functional,8.353666,-12.307923,DPPI,Village Center,LTZkyRpOgCT,2021, ,-12.3079229998465,8.35366599958627
482,Tonkolili,Mayassoh,Mayassoh MCHP,Mayassoh,MCHP,Government,Functional,8.9546,-11.8433,WHO,GPS,G8lmoEOGKam,2019, ,-11.8432999999949,8.95460000008995
483,Tonkolili,Ropollon,Alim's MCHP,Alim's,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
484,Tonkolili,Mabankra,Mabankra MCHP,Mabankra,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
485,Tonkolili,Makelleh,Makelleh MCHP,Makelleh,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
486,Tonkolili,Gbolu Ferry,Gbolu Ferry MCHP,Gbolu Ferry,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
487,Tonkolili,Mile 91,Linda Muckson Medical Foundation,Linda Muckson Medical Foundation,CLINIC,Private,Functional,0,0,DPPI, ,No Data,0,no lat/long
488,Pujehun,Dandabu,Dandabu CHP,Dandabu,CHP,Government,Functional,7.477452,-11.68509,DPPI,GPS,uVcwmsFDMkQ,2016, ,-11.6850900003032,7.47745200020967
489,Pujehun,Taninahun Makemuma,Taninahun Makemuma MCHP,Taninahun Makemuma,MCHP,Government,Functional,7.419897,-11.690326,DPPI,GPS,RefXGquQ8Ys,2021, ,-11.690325999845,7.41989699994662
490,Pujehun,Karlu,Karlu CHC,Karlu,CHC,Government,Functional,7.2412,-11.76329,DPPI,GPS,cG5HWXfw8bo,2016, ,-11.7632900002333,7.24119999978024
491,Pujehun,Kombeima,Kombeima MCHP,Kombeima,MCHP,Government,Functional,7.2259,-11.65681,DPPI,GPS,tm5mIqzW88q,2016, ,-11.6568100001813,7.22590000018494
492,Pujehun,Blama Perri,Blama Perri MCHP,Blama Perri,MCHP,Government,Functional,7.295477,-11.50424,DPPI,GPS,IgLqMpgjdJg,2016, ,-11.5042399997761,7.29547699996363
493,Pujehun,Ngajubaoma/Missibu,Ngajubaoma/Missibu MCHP,Ngajubaoma/Missibu,MCHP,Government,Functional,7.316052,-11.47265,DPPI,GPS,c24ypOOjin3,2016, ,-11.4726499998976,7.31605199999984
494,Pujehun,Taninahun Barri,Taninahun Barri MCHP,Taninahun Barri,MCHP,Government,Functional,7.411684,-11.40813,DPPI,GPS,hOQQ0w4iYio,2016, ,-11.4081300003991,7.41168399981677
495,Pujehun,Potoru,Potoru CHC,Potoru,CHC,Government,Functional,7.503211,-11.48127,DPPI,GPS,BKIrj3yjYJT,2016, ,-11.4812699999105,7.50321100008762
496,Pujehun,Tambeiyama,Tambeiyama MCHP,Tambeiyama,MCHP,Government,Functional,7.472129,-11.51411,DPPI,GPS,xZGdhrCZjTn,2016, ,-11.5141099998766,7.47212900025323
497,Pujehun,Vaama Krim,Vaama Krim MCHP,Vaama Krim,MCHP,Government,Functional,7.542698,-11.41239,DPPI,GPS,lIWD4NrXMqs,2016,Requires Validation/Ground truthing,-11.4123899998986,7.54269799991283
498,Pujehun,Vaama Barri,Vaama Barri MCHP,Vaama Barri,MCHP,Government,Functional,7.542602,-11.41245,DPPI,GPS,qHuVAR7RvCa,2016, ,-11.4124499999675,7.54260199998237
499,Pujehun,Massam,Massam CHC,Massam,CHC,Government,Functional,7.354931,-11.686175,DPPI,GPS,KZzX9cTND4r,2016, ,-11.6861749999762,7.35493099966595
500,Pujehun,Falaba,Falaba CHP,Falaba,CHP,Government,Functional,7.420926,-11.53058,DPPI,GPS,Y5nfoNjuzA8,2016, ,-11.5305800003667,7.42092599973518
501,Pujehun,Bendu,Bendu MCHP,Bendu,MCHP,Government,Functional,7.57798,-11.82109,DPPI,GPS,GirtSZjyfaM,2016, ,-11.8210900001034,7.57798000007699
502,Pujehun,Gbahama,Gbahama MCHP,Gbahama,MCHP,Government,Functional,7.297727,-11.34509,FMFL,GPS,kNF6ENbVRHG,2015, ,-11.3450899999035,7.29772700030088
503,Pujehun,Gofor,Gofor CHP,Gofor,CHP,Government,Functional,7.242889,-11.36006,DPPI,GPS,KVS984ArITn,2016, ,-11.3600599995693,7.24288900032712
504,Pujehun,Mano Gbonjeima,Mano Gbonjeima CHC,Mano Gbonjeima,CHC,Government,Functional,7.155119,-11.7559,WHO,GPS,Y03RXYny2FA,2019, ,-11.7559000002847,7.15511899974211
505,Pujehun,Nianyahun,Nianyahun MCHP,Nianyahun,MCHP,Government,Functional,7.459517,-11.800089,DPPI,GPS,T7vS7oLA2iB,2021, ,-11.8000890002072,7.45951699960989
506,Pujehun,Bomi,Bomi MCHP,Bomi,MCHP,Government,Functional,7.245043,-11.52605,DPPI,GPS,Tjzhi8pnalM,2016, ,-11.5260500001074,7.2450429998346
507,Pujehun,Jendema,Jendema CHC,Jendema,CHC,Government,Functional,7.024423,-11.391156,FMFL,GPS,ESMXWxnMllX,2015, ,-11.3911560000493,7.02442299992157
508,Pujehun,Malema 1,Malema 1 MCHP,Malema 1,MCHP,Government,Functional,7.070525,-11.40791,SARA,GPS,SsT4icuKRBv,2017, ,-11.4079100001463,7.07052499992886
509,Pujehun,Malema 2,Malema 2 MCHP,Malema 2,MCHP,Government,Functional,7.146231,-11.387729,DPPI,GPS,pNM1qw90AS4,2021, ,-11.3877290002931,7.14623099996072
510,Pujehun,Futa Golawoma,Futa Golawoma MCHP,Futa Golawoma,MCHP,Government,Functional,7.175951,-11.47145,DPPI,GPS,jp9B4RN0ED3,2016, ,-11.4714500003172,7.17595099993872
511,Pujehun,Navai,Navai MCHP,Navai,MCHP,Government,Functional,7.170109,-11.48598,DPPI,GPS,MO94SfU8fZq,2016, ,-11.4859800003767,7.17010900033017
512,Pujehun,Pejewa,Pejewa MCHP,Pejewa,MCHP,Government,Functional,7.587257,-11.506295,FMFL,GPS,A6dVJNJNJLU,2015, ,-11.5062950001141,7.58725699981073
513,Pujehun,Mandeima,Mandeima MCHP,Mandeima,MCHP,Government,Functional,7.44295,-11.74706,DPPI,GPS,rm9bubzf1TZ,2016, ,-11.747060000019,7.44295000004252
514,Pujehun,Pujehun Town,Pujehun Government Hospital,Pujehun Government,HOSPITAL,Government,Functional,7.3501,-11.7187,WHO,GPS,Lp4U09U9h83,2019, ,-11.7186999998051,7.35009999991513
515,Pujehun,Pujehun Town,Pujehun Static CHC,Pujehun Static,CHC,Government,Functional,7.353213,-11.72021,DPPI,GPS,X71cor4ezbp,2016, ,-11.7202100001913,7.35321299958031
516,Pujehun,Konia,Konia MCHP,Konia,MCHP,Government,Functional,7.458957,-11.42761,DPPI,GPS,TTcxkf1OGPx,2016, ,-11.4276100003012,7.45895699986568
517,Pujehun,Waiima,Waiima MCHP,Waiima,MCHP,Government,Functional,7.446809,-11.453011,FMFL,GPS,DU9u0ytWieh,2015, ,-11.4530109998577,7.44680899993546
518,Pujehun,Pehala,Pehala CHC,Pehala,CHC,Government,Functional,7.52527,-11.62109,DPPI,GPS,jr10DQu7a15,2016, ,-11.6210899996037,7.52527000021041
519,Pujehun,Ngandorhun,Ngandorhun MCHP,Ngandorhun,MCHP,Government,Functional,7.493409,-11.83123,DPPI,GPS,U7reGAEJCjy,2021, ,-11.8312300000644,7.49340900042506
520,Pujehun,Koijeh,Koijeh MCHP,Koijeh,MCHP,Government,Functional,6.991955,-11.469422,FMFL,GPS,HscXHyv5Jhc,2015, ,-11.469422000325,6.99195500002327
521,Pujehun,Sulima,Sulima CHP,Sulima,CHP,Government,Functional,6.96792,-11.57713,DPPI,GPS,HYoUF9Bt0Uv,2016, ,-11.5771300003492,6.96791999960834
522,Pujehun,Blama Massaquoi,Blama Massaquoi CHC,Blama Massaquoi,CHC,Government,Functional,7.348838,-11.635642,DPPI,GPS,TM6vorvpF1z,2016, ,-11.6356419997784,7.3488380001736
523,Pujehun,Makorma,Makorma CHP,Makorma,CHP,Government,Functional,7.395071,-11.642549,FMFL,GPS,PZUaM2QzpCP,2015, ,-11.6425489999364,7.39507099992676
524,Pujehun,Wai,Wai MCHP,Wai,MCHP,Government,Functional,7.04738,-11.45422,DPPI,GPS,JVKI40RJxS6,2016, ,-11.4542199998531,7.047380000087
525,Pujehun,Funyehun,Funyehun CHP,Funyehun,CHP,Government,Functional,7.102632,-11.5941,DPPI,GPS,qhD7sX1B2Hh,2016, ,-11.5940999996153,7.10263200026662
526,Pujehun,Saahun Kpaka,Saahun Kpaka MCHP,Saahun Kpaka,MCHP,Government,Functional,7.286445,-11.634999,DPPI,GPS,QQ85VpBSbNa,2021, ,-11.6349989998039,7.28644499983693
527,Pujehun,Semabu Kpaka,Semabu Kpaka MCHP,Semabu Kpaka,MCHP,Government,Functional,7.021458,-11.576464,DPPI,Village Center,z7ZFFsZvtvb,2021, ,-11.5764640002134,7.02145799988682
528,Pujehun,Sumbuya Bessima,Sumbuya Bessima CHP,Sumbuya Bessima,CHP,Government,Functional,7.182651,-11.67441,DPPI,GPS,ZxXEXFER4dR,2016, ,-11.6744099997217,7.18265100044334
529,Pujehun,Kpowubu,Kpowubu MCHP,Kpowubu,MCHP,Government,Functional,7.342915,-11.5709,DPPI,GPS,A1OP0onYJiX,2016, ,-11.570899999935,7.34291500042696
530,Pujehun,Bongay,Bongay MCHP,Bongay,MCHP,Government,Functional,7.524143,-11.51758,DPPI,GPS,CuE54xKN0M9,2016, ,-11.5175799998171,7.52414300039919
531,Pujehun,Bumbeh,Bumbeh MCHP,Bumbeh,MCHP,Government,Functional,7.490482,-11.56417,DPPI,GPS,vOFLYLhxD9Y,2016, ,-11.5641699998455,7.49048200034412
532,Pujehun,Bayama,Bayama MCHP,Bayama,MCHP,Government,Functional,7.40829,-11.72586,DPPI,GPS,o46Ub8ts8jg,2016, ,-11.725859999939,7.40828999978373
533,Pujehun,Gobaru,Gobaru CHC - Kpangba,Gobaru - Kpangba,CHC,Government,Functional,7.362565,-11.709375,DPPI,GPS,gvTIyr2aDhI,2021, ,-11.7093749996565,7.36256500007477
534,Pujehun,Bengani,Bengani MCHP,Bengani,MCHP,Government,Functional,7.17634,-11.90627,SARA,GPS,Pt8meQPbGtM,2017, ,-11.9062699999605,7.17633999989113
535,Pujehun,Liya,Liya MCHP,Liya,MCHP,Government,Functional,6.98902,-11.60209,DPPI,GPS,V2rXbgocLXF,2016, ,-11.6020900002533,6.98901999957337
536,Pujehun,Sorbeh Grima,Sorbeh Grima MCHP,Sorbeh Grima,MCHP,Government,Functional,7.410676,-11.7715,DPPI,GPS,AILvXYwEqbJ,2016, ,-11.7715000002248,7.4106760000974
537,Pujehun,Bandajuma Sowa,Bandajuma Sowa CHC,Bandajuma Sowa,CHC,Government,Functional,7.572259,-11.651898,DPPI,GPS,TZDwEx3o04g,2021, ,-11.6518980002924,7.5722589997531
538,Pujehun,Upper Komende,Upper Komende MCHP,Upper Komende,MCHP,Government,Functional,7.622869,-11.61656,DPPI,GPS,womKTU7hggt,2016, ,-11.6165600002438,7.62286899990448
539,Pujehun,Gissiwolo,Gissiwolo MCHP,Gissiwolo,MCHP,Government,Functional,7.27163,-11.2681,DPPI,GPS,Qr11D57aRFO,2016, ,-11.268100000015,7.27163000012445
540,Pujehun,Gbaa,Gbaa CHP,Gbaa,CHP,Government,Functional,7.27526,-11.23587,DPPI,GPS,uq8OwgoerSJ,2016, ,-11.2358700003002,7.27526000024886
541,Pujehun,Bomu Samba,Bomu Samba MCHP,Bomu Samba,MCHP,Government,Functional,7.436466,-11.64116,DPPI,GPS,sen2Bm9UpBR,2016, ,-11.6411599997342,7.43646599960624
542,Pujehun,Salima Samba,Salima Samba MCHP,Salima Samba,MCHP,Government,Functional,7.479687,-11.62202,DPPI,GPS,AvjS1UY7dry,2016, ,-11.6220200002228,7.47968699985523
543,Pujehun,Borborbu,Borborbu MCHP,Borborbu,MCHP,Government,Functional,7.399516,-11.673363,DPPI,GPS,TbuwwcPkaIE,2021, ,-11.6733630000024,7.39951599986352
544,Pujehun,Hongai,Hongai CHP,Hongai,CHP,Government,Functional,7.399924,-11.86857,DPPI,GPS,ChKSDG3C0rQ,2016, ,-11.8685699998056,7.3999239997928
545,Pujehun,Dumagbe,Dumagbe MCHP,Dumagbe,MCHP,Government,Functional,7.253385,-11.405062,DPPI,GPS,t92GLhMY66o,2021, ,-11.4050620001112,7.25338499961811
546,Pujehun,Peiwa,Peiwa MCHP,Peiwa,MCHP,Government,Functional,7.355964,-11.297776,DPPI,GPS,FHMXhtXe1xs,2021, ,-11.2977759997625,7.3559639996389
547,Pujehun,Zimmi,Zimmi CHC,Zimmi,CHC,Government,Functional,7.321193,-11.30908,DPPI,GPS,RHd1kHLlIQS,2016, ,-11.3090800003417,7.32119299965728
548,Pujehun,Sahn Malen,Sahn Malen CHC,Sahn Malen,CHC,Government,Functional,7.437095,-11.84269,DPPI,GPS,D9VIvlUpZMl,2016, ,-11.8426899997436,7.43709499983441
549,Pujehun,Gbondapi,Gbondapi CHC,Gbondapi,CHC,Government,Functional,7.31936,-11.84939,DPPI,GPS,UYzXpoIl66N,2016, ,-11.8493900002483,7.3193599996643
550,Pujehun,Senbengu,Senbengu MCHP,Senbengu,MCHP,Government,Functional,7.078165,-11.670442,FMFL,GPS,VxbUEj9dpks,2015, ,-11.6704420001981,7.078164999715
551,Pujehun,Njaluahun,Njaluahun CHP,Njaluahun,CHP,Government,Functional,7.392408,-11.444539,FMFL,GPS,r6XG4nxlNxn,2015, ,-11.4445390003745,7.392408000329
552,Pujehun,Bandasuma,Bandasuma CHC,Bandasuma,CHC,Government,Functional,7.36922,-11.4088,DPPI,GPS,BCnDvAuxUou,2016, ,-11.4087999998201,7.36922000030285
553,Pujehun,Saahun Barri,Saahun Barri MCHP,Saahun Barri,MCHP,Government,Functional,7.487952,-11.41776,FMFL,GPS,bqquAB6z7lS,2015, ,-11.4177600002238,7.48795199968509
554,Pujehun,Geoma Jarjoh,Geoma Jarjoh CHP,Geoma Jarjoh,CHP,Government,Functional,7.50984,-11.69384,DPPI,GPS,eEzWwK03oHo,2016, ,-11.6938400000159,7.50984000001603
555,Pujehun,Nyandehun Malen,Nyandehun Malen MCHP,Nyandehun Malen,MCHP,Government,Functional,7.5891,-11.75992,SARA,GPS,e68a0II41Rw,2017, ,-11.7599200004076,7.58910000026486
556,Pujehun,Sengema,Sengema CHP,Sengema,CHP,Government,Functional,7.495235,-11.786773,DPPI,GPS,tXLHGGuiyeS,2021, ,-11.7867730003736,7.49523500009525
557,Pujehun,Taninahun Malen,Taninahun Malen CHP,Taninahun Malen,CHP,Government,Functional,7.54858,-11.804628,FMFL,GPS,FqBo1bDMgeV,2015, ,-11.8046279999822,7.54857999956738
558,Pujehun,Fairo,Fairo CHC,Fairo,CHC,Government,Functional,7.088054,-11.404841,DPPI,GPS,FWIyA3KMv8F,2016, ,-11.4048409998122,7.08805399979229
559,Pujehun,Fanima Soro,Fanima Soro CHP,Fanima Soro,CHP,Government,Functional,7.238415,-11.4843,DPPI,GPS,zvIQUXgTAk6,2016, ,-11.4843000002448,7.23841499995234
560,Pujehun,Sengama Soro,Sengama Soro MCHP,Sengama Soro,MCHP,Government,Functional,7.287592,-11.437296,DPPI,GPS,anHx9BuMIvg,2016, ,-11.4372960000103,7.28759199967112
561,Pujehun,Blama Puilla,Blama Puilla MCHP,Blama Puila,MCHP,Government,Functional,7.357872,-11.819971,DPPI,Village Center,w7CLEpq3zRD,2021, ,-11.8199709997618,7.35787200039255
562,Pujehun,Kundorwahun Barri,Kundorwahun Barri CHP,Kundorwahun Barri,CHP,Government,Functional,7.528915,-11.45702,DPPI,GPS,nEYEkuTW5pJ,2021, ,-11.4570200003727,7.5289150001272
563,Pujehun,Nyandehun,Nyandehun MCHP,Nyandehun,MCHP,Government,Functional,7.224287,-11.709803,FMFL,GPS,ZVZX4dL7IV1,2015, ,-11.7098029996087,7.22428700044475
564,Pujehun,Lower Komende,Lower Komende MCHP,Lower Komende,MCHP,Government,Functional,7.484655,-11.759713,DPPI,GPS,E2dvt91J3m0,2021, ,-11.759712999855,7.48465499962856
565,Pujehun,Borma,Borma MCHP,Borma,MCHP,Government,Functional,7.17199,-11.75747,SARA,GPS,q3CmtqO4JzJ,2017, ,-11.7574699998406,7.17198999983867
566,Pujehun,Basalleh,Basalleh MCHP,Basalleh,MCHP,Government,Functional,7.318018,-11.792902,DPPI,GPS,e1XREqldbQS,2021, ,-11.7929019997275,7.31801799983089
567,Pujehun,Jeoma Barri,Jeoma Barri MCHP,Jeoma Barri,MCHP,Government,Functional,7.33682,-11.450445,DPPI,GPS,LkDF201ImY4,2021, ,-11.4504450002365,7.33681999994309
568,Pujehun,Kassay,Kassay MCHP,Kassay,MCHP,Government,Functional,7.100675,-11.735475,DPPI,Village Center,hMSyl7T4jTM,2021, ,-11.7354749999712,7.10067499995131
569,Pujehun,Gondama Massaquoi 1,Gondama Massaquoi 1 MCHP,Gondama Massaquoi 1,MCHP,Government,Functional,7.112525,-11.48685,DPPI,GPS,GrF7ycJjnT8,2021, ,-11.4868500000275,7.1125249996291
570,Pujehun,Tindor,Tindor MCHP,Tindor,MCHP,Government,Functional,7.055705,-11.510913,DPPI,GPS,pitFirraeAl,2021, ,-11.5109129999349,7.05570499998584
571,Pujehun,Kpetema,Kpetema MCHP,Kpetema,MCHP,Government,Functional,7.137882,-11.55705,DPPI,Village Center,mxd8iUHaLHG,2021, ,-11.5570499997576,7.13788199985447
572,Pujehun,Ndombu,Ndombu MCHP,Ndombu,MCHP,Government,Functional,7.314305,-11.261768,DPPI,GPS,mTmORJ3FViv,2021, ,-11.2617680002929,7.3143050003755
573,Pujehun,Gombu,Gombu MCHP,Gombu,MCHP,Government,Functional,7.154197,-11.843152,DPPI,GPS,qXE3FmasCg0,2022, ,-11.8431520003645,7.15419700039132
574,Pujehun,Bangorma,Bangorma MCHP,Bangorma,MCHP,Government,Functional,7.22383,-11.84243,SARA,GPS,aggov6JF3hT,2017, ,-11.8424300003442,7.22383000005453
575,Pujehun,Gibina,Gibina MCHP,Gibina,MCHP,Government,Functional,7.363698,-11.78682,DPPI,GPS,eSIcQXXKNZT,2016, ,-11.7868199998431,7.36369800016263
576,Pujehun,Fonikoh,Fonikoh MCHP,Fonikoh,MCHP,Government,Functional,7.324025,-11.58939,DPPI,GPS,iET2k1MmEVm,2016, ,-11.5893900000484,7.32402499985392
577,Pujehun,Bumpeh Perri,Bumpeh Perri CHC,Bumpeh Perri,CHC,Government,Functional,7.284122,-11.565862,DPPI,GPS,nVUNwITbqva,2016, ,-11.5658619996315,7.28412199973053
578,Pujehun,Korwama,Korwama MCHP,Korwama,MCHP,Government,Functional,7.43668,-11.57059,DPPI,GPS,l9VX1yovaRR,2016, ,-11.5705900000285,7.43667999958234
579,Pujehun,Sawula,Sawula MCHP,Sawula,MCHP,Government,Functional,7.298073,-11.73722,DPPI,GPS,vceeShLAjz4,2016, ,-11.7372200004027,7.29807300006894
580,Pujehun,Vaawahun Kayimba,Vaawahun Kayimba MCHP,Vaawahun Kayimba,MCHP,Government,Functional,7.605135,-11.535721,DPPI,GPS,HQLJj47G71m,2021,Requires Validation/Ground truthing,-11.5357210000241,7.60513499958063
581,Pujehun,Vaawahun Sowa,Vaawahun Sowa MCHP,Vaawahun Sowa,MCHP,Government,Functional,7.605219,-11.53572,DPPI,GPS,JJXx4R6nAmo,2016, ,-11.535719999978,7.60521899985702
582,Pujehun,Futa Pejeh,Futa Pejeh CHC,Futa Pejeh,CHC,Government,Functional,7.561096,-11.574048,DPPI,GPS,aN33ef7bvd9,2016, ,-11.5740480003149,7.56109600028026
583,Pujehun,Tongay,Tongay MCHP,Tongay,MCHP,Government,Functional,7.368973,-11.72568,DPPI,GPS,ZvpBCpzU9z9,2016, ,-11.7256799997322,7.36897299970423
584,Pujehun,Saama Perri,Saama Perri MCHP,Saama Perri,MCHP,Government,Functional,7.2074,-11.556541,DPPI,Village Center,aACQUxIzyrx,2021, ,-11.5565409996673,7.20739999961035
585,Pujehun,Mende MSK,Mende  MSK MCHP,Mende  MSK,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
586,Pujehun,Helebu,Helebu MCHP,Helebu,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
587,Pujehun,Bandama,Bandama MCHP,Bandama,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
588,Pujehun,Kobonpi YKK,Kobonpi YKK MCHP,Kobonpi YKK,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
589,Pujehun,Messima YKK,Messima YKK MCHP,Messima YKK,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
590,Pujehun,Sama Sowende YKK,Sama Sowende YKK MCHP,Sama Sowende YKK,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
591,Pujehun,Jao Malen,Jao Malen  MCHP,Jao Malen,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
592,Port Loko,Barmoi,Barmoi CHP,Barmoi,CHP,Government,Functional,8.986008,-12.630127,DPPI,GPS,iDZAvfdXhAC,2021, ,-12.6301269997612,8.98600799966948
593,Port Loko,Rogbere Junction,Rogbere Junction CHC,Rogbere Junction,CHC,Government,Functional,8.706235,-12.677748,DPPI,GPS,hbZVfjwcY0u,2021, ,-12.6777479996704,8.70623500044496
594,Port Loko,Benkia,Benkia MCHP,Benkia,MCHP,Government,Functional,8.655315,-12.89957,DPPI,GPS,VY6JejMbkIB,2016, ,-12.8995700001553,8.65531500038702
595,Port Loko,Konta Line,Konta Line CHC,Konta Line,CHC,Government,Functional,8.485958,-12.54614,DPPI,GPS,QvcoMWp1mYG,2016, ,-12.5461400000609,8.48595800016165
596,Port Loko,Romeni,Romeni MCHP,Romeni,MCHP,Government,Functional,8.89899,-12.72022,DPPI,GPS,ALs51Iyzu11,2016, ,-12.7202199995533,8.89898999958888
597,Port Loko,Kurankoh,Kurankoh CHP,Kurankoh,CHP,Government,Functional,8.475714,-12.87263,DPPI,GPS,VZCWYc7Oxvp,2016, ,-12.8726299997746,8.47571399990125
598,Port Loko,Masumana,Masumana CHP,Masumana,CHP,Government,Functional,8.4905,-12.80248,DPPI,GPS,gpttavOo3AO,2016, ,-12.8024799996522,8.49050000007497
599,Port Loko,Gbaneh Lol,Gbaneh Lol MCHP,Gbaneh Lol,MCHP,Government,Functional,8.619318,-13.18452,DPPI,GPS,Y7C9vGtdEAW,2016, ,-13.1845199997981,8.61931799962605
600,Port Loko,Suctarr,Lungi Government Hospital,Lungi Government,HOSPITAL,Government,Functional,8.627755,-13.20439,DPPI,GPS,uQMpoZiDfiC,2016, ,-13.2043899996987,8.62775500019313
601,Port Loko,Suctarr,Under Fives Lungi CHP,Under Fives Lungi,CHP,Government,Functional,8.628125,-13.204588,DPPI,GPS,e1JPzmT3aAD,2016, ,-13.2045879998363,8.62812500016867
602,Port Loko,Rofoindu,Rofoindu CHP,Rofoindu,CHP,Government,Functional,8.4431,-12.7845,DPPI,GPS,tNM5BHWK3o9,2016, ,-12.7844999996752,8.44309999956539
